musclesId,musclesName,equipmentId,equipmentName,image,gender,ordering,video_center,video_side
26,wrist-flexors,7,Kettlebells,https://media.musclewiki.com/media/uploads/og-male-Kettlebells-kettlebell-walking-farmers-march-side.jpg,male,+weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-walking-farmers-march-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-walking-farmers-march-front.mp4
26,wrist-flexors,7,Kettlebells,https://media.musclewiki.com/media/uploads/og-female-Kettlebells-kettlebell-walking-farmers-march-side.jpg,female,+weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Kettlebells-kettlebell-walking-farmers-march-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Kettlebells-kettlebell-walking-farmers-march-front.mp4
26,wrist-flexors,7,Kettlebells,https://media.musclewiki.com/media/uploads/og-male-Kettlebells-kettlebell-wrist-curl-front.jpg,male,+weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-wrist-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-wrist-curl-side.mp4
26,wrist-flexors,7,Kettlebells,https://media.musclewiki.com/media/uploads/og-female-Kettlebells-kettlebell-wrist-curl-front.jpg,female,+weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Kettlebells-kettlebell-wrist-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Kettlebells-kettlebell-wrist-curl-side.mp4
26,wrist-flexors,7,Kettlebells,https://media.musclewiki.com/media/uploads/og-male-Kettlebells-kettlebell-farmers-carry-side.jpg,male,+weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-farmers-carry-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-farmers-carry-front.mp4
26,wrist-flexors,7,Kettlebells,https://media.musclewiki.com/media/uploads/og-female-Kettlebells-kettlebell-farmers-carry-side.jpg,female,+weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Kettlebells-kettlebell-farmers-carry-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Kettlebells-kettlebell-farmers-carry-front.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-male-cable-wrist-curl-side.jpg,male,-weight,https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-front.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-female-cable-wrist-curl-side.jpg,female,-weight,https://media.musclewiki.com/media/uploads/videos/branded/female-cable-wrist-curl-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-cable-wrist-curl-front.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-reverse-curl-front.jpg,male,-weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-female-Cables-cable-reverse-curl-front.jpg,female,-weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-reverse-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-reverse-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-seated-bayesian-reverse-curl-front.jpg,male,-weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-female-Cables-cable-seated-bayesian-reverse-curl-front.jpg,female,-weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-seated-bayesian-reverse-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-seated-bayesian-reverse-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-reverse-bayesian-curl-front.jpg,male,-weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-female-Cables-cable-reverse-bayesian-curl-side.jpg,female,-weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-reverse-bayesian-curl-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-reverse-bayesian-curl-front.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-seated-bayesian-reverse-curl-front.jpg,male,+weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-seated-bayesian-reverse-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-female-Cables-cable-seated-bayesian-reverse-curl-front.jpg,female,+weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-seated-bayesian-reverse-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-seated-bayesian-reverse-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-reverse-bayesian-curl-front.jpg,male,+weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-bayesian-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-female-Cables-cable-reverse-bayesian-curl-side.jpg,female,+weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-reverse-bayesian-curl-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-reverse-bayesian-curl-front.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-reverse-curl-front.jpg,male,+weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-female-Cables-cable-reverse-curl-front.jpg,female,+weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-reverse-curl-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Cables-cable-reverse-curl-side.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-male-cable-wrist-curl-side.jpg,male,+weight,https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-cable-wrist-curl-front.mp4
26,wrist-flexors,9,Cables,https://media.musclewiki.com/media/uploads/og-female-cable-wrist-curl-side.jpg,female,+weight,https://media.musclewiki.com/media/uploads/videos/branded/female-cable-wrist-curl-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-cable-wrist-curl-front.mp4
9,Glutes,1,Barbell,https://media.musclewiki.com/media/uploads/og-male-Barbell-barbell-hip-thrust-front.jpg,male,-weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-hip-thrust-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-hip-thrust-side.mp4
9,Glutes,1,Barbell,https://media.musclewiki.com/media/uploads/og-female-Barbell-barbell-hip-thrust-side.jpg,female,-weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Barbell-barbell-hip-thrust-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Barbell-barbell-hip-thrust-front.mp4
9,Glutes,1,Barbell,https://media.musclewiki.com/media/uploads/og-male-Barbell-barbell-squat-side.jpg,male,-weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-squat-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-squat-front.mp4
9,Glutes,1,Barbell,https://media.musclewiki.com/media/uploads/og-female-Barbell-barbell-squat-side.jpg,female,-weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Barbell-barbell-squat-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Barbell-barbell-squat-front.mp4
9,Glutes,1,Barbell,https://media.musclewiki.com/media/uploads/og-male-Barbell-barbell-deadlift-front.jpg,male,-weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-deadlift-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-deadlift-side.mp4
9,Glutes,1,Barbell,https://media.musclewiki.com/media/uploads/og-female-Barbell-barbell-deadlift-front.jpg,female,-weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Barbell-barbell-deadlift-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Barbell-barbell-deadlift-side.mp4
9,Glutes,1,Barbell,https://media.musclewiki.com/media/uploads/og-male-Barbell-barbell-sumo-deadlift-side.jpg,male,-weight,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-sumo-deadlift-side.mp4,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-sumo-deadlift-front.mp4
9,Glutes,1,Barbell,https://media.musclewiki.com/media/uploads/og-female-Barbell-barbell-sumo-deadlift-front.jpg,female,-weight,https://media.musclewiki.com/media/uploads/videos/branded/female-Barbell-barbell-sumo-deadlift-front.mp4,https://media.musclewiki.com/media/uploads/videos/branded/female-Barbell-barbell-sumo-deadlift-side.mp4
